id,name,city,state,website,visito_info,logitude,latitude,description
28,Ellora Caves,Verul,Maharashtra,,"Open from sunrise to sunset Closed on TuesdayEntrance Fee:Citizens of India and visitors of SAARC (Bangladesh, Nepal, Bhutan, Sri Lanka, Pakistan, Maldives and Afghanistan) and BIMSTEC Countries (Bangladesh, Nepal, Bhutan, Sri Lanka, Thailand and Myanmar) - Rs. 10 per head.Others: US $ 5 or Indian Rs. 250/- per head(children up to 15 years free)",20.032343,75.175548,"The Ellora caves, locally known as ‘Verul Leni’ is located on the Aurangabad-Chalisgaon road at a distance of 30 km north-northwest of Aurangabad, the district headquarters. The name Ellora itself inspires everyone as it represents one of the largest rock-hewn monastic-temple complexes in the entire world. Ellora is also world famous for the largest single monolithic excavation in the world, the great Kailasa (Cave 16). The visit to these caves is enjoyed maximum during monsoon, when every stream is filled with rainwater, and the entire environ is lush green. The monsoon is not only a season of rains in this part, the local visitors are attracted to visit these ideal locations to have a glimpse of the mother nature in full bloom The caves are hewn out of the volcanic basaltic formation of Maharasthra, known as ‘Deccan Trap’, the term trap being of Scandinavian origin representing the step like formation of the volcanic deposits. The rock formation, on weathering has given rise to the appearance of terraces with flat summits. At Ellora, one can also have a glimpse of the channels (near Cave 32) through which the volcanic lava once flowed. These channels, due to overheating, have a characteristic brownish red colour. Similar rock was used in the construction of the Grishneshwar Temple nearby and also utilised for the flooring of the pathways at Bibi-ka-Maqbara."
29,Golconda Fort,Hyderabad,Andhra Pradesh,,entry fee10 per person For Indians 100 per person For foreign nationals 25 For Videography  100 Light and Sound Show Ticket for adults (VIPs)  75 Light and Sound Show Ticket for children (VIPs)  50 per person Light and Sound Show Ticket for Adults (Non-Executive) 30 Light and Sound Show Ticket for children (Non-Executive) timingsAll days of the week except Monday9:30 AM - 5:00 PM,17.3853626,78.4041297,"Golconda Fort is a standing testimony to the 500 years of the glorious past of Hyderabad. This imposing structure was constructed in the 16th century by various Qutub Shahi kings. Located at a distance of 11 km to the west of the city, the fort stands perched on a 120 meter high granite hill. In the earlier times, Golconda Fort was renowned for its diamond mines. The colossal fort stands surrounded by the hills, which further add to its mysterious appeal and grandeur.It is believed Golkunda Fort was erected out of mud by Kakatiya rulers in the 12th century. Later in the 16th century, Qutub Shahi rulers took the initiative to transform the mud structure into a granite wonder. Golconda Fort actually embraces small four forts in it. Elevated to the height of 120 meters, the Fort has a fortification of 10 kilometers. It is accessible through all of its eight 'darwazas' (gates), though Fateh Darwaza (Victory Gate) is the major one.Golconda Fort still has royal living chambers, halls, temples, mosques, stables etc. Victory Gate is known for its acoustic effects that is a notable feature of the fort. Such articulate style of construction is certainly a commendable job to be done by the architects of those times. The entrance from the Victory Gate has huge iron spikes that were installed to prevent elephants during the wars. Bala Hissar Gate is another gate that is embellished with scrollwork and carvings.Unfortunately, the spectacular Golconda Fort lost its entire grandeur and gleam when the Mughals attacked and ransacked this wonder. Owing to the tourist influx in Andhra Pradesh, Golconda Fort has been restored with its parks and illumination. Nowadays, a Light and Sound show, narrating its chronicle, allures people to this gigantic fort. Golconda Fort is undoubtedly an architectural wonder that must not be missed on your trip to Andhra Pradesh."
30,Golden Temple,Amritsar,Punjab,,all day of the week 12 a.m to 12 p.m. no entry fee,31.61998,74.87648,"Sri Harmandir Sahib, popularly known as Golden Temple, literally means ""the House of God”. The shrine consists of Darbar Sahib, which is surrounded by the Holy Tank (Amrit Sarovar). It was constructed under the aegis of Guru Arjan Dev Ji, the Fifth Sikh Guru. He wanted to build a common place of worship for the Sikhs, providing a common platform where all the Sikhs could gather and offer prayer to the Almighty. This wish initiated the idea of constructing Golden Temple and subsequently, he designed the architecture of the temple. Prior to him, Guru Amardas Sahib, the third Guru, had planned the excavation of the Holy Tank (Amrit Sarovar), but it was executed only by Guru Ramdas Sahib, under the supervision of Baba Budha Ji.The earlier Guru Sahibs acquired the site from the Zamindars (landlords) of native villages. The plan to establish a town settlement was also made. Therefore, the construction work on the Sarovar (The Tank) and the town started simultaneously in 1570. The tank was excavated in 1577 A.D. and was subsequently called ""Amritsar”, meaning the pool of the nectar of immortality. This contributed in naming the city, which grew around it (Amritsar). In due course, a splendid Sikh edifice, Darbar Sahib (Temple of God) was constructed in the middle of this tank, which became the prime centre of Sikhism.  The work on both projects was completed in 1577 A.D.Guru Arjan Dev Ji laid the foundation of Golden Temple with the help of a Muslim saint Hazrat Mian Mir Ji of Lahore, on 1st of Magh (December, 1588). The construction work was directly supervised by Guru Arjan Sahib, with the assistance of prominent Sikh personalities like Baba Budha Ji, Bhai Gurdas Ji, Bhai Sahlo Ji and many other devoted Sikhs. Guru Arjan Sahib built the building on the lower level, unlike the traditional Hindu Temple architecture, where it is normally built on a higher structure.Golden Temple deviated from a temple in another aspect, by being open from all four sides, rather than having only one gate for both entrance and exit. This symbolized the dawn of a new faith, which embraces people without any distinction of caste, creed, sex and religion. The building work was completed in 1604 A.D and Guru Arjan Dev Ji installed the Adi Granth in it. He appointed Baba Budha ji as its first Granthi i.e. the reader of Guru Granth Sahib. After this event, it attained the status of 'Ath Sath Tirath’"
31,Gwalior Fort,Gwalior,Madhya Pradesh,,entry fee 75 per person for adults  40 per person for children  250 per person for foreign tourist timingsAll days of the week9:00 AM - 6:00 PM,26.221761,78.1664189,"The city of Gwalior, situated in the state of Madhya Pradesh, is well-known for its rich variety of ancient monuments. Located 26.22o North and 78.18oEast, at an average elevation of 197 m (646 ft), the Indian city boasts of staggering edifices and esteemed educational institutions. According to legends and folklore, Gwalior derived its name from a hermit-saint called 'Gwalipa', who was believed to have cured a leprotic chieftain of the 'Kachwaha' clan, during the 8th century A.D. The chief later built the city to honor and show his gratitude to the sage.Gwalior was also a rocking cradle that saw the naissance and the culmination of many dynasties. Its architectural specimens underline its governance by different rulers and art aficionados. Tastefully done palace architecture and unscalable forts adorn the place. From delicate Mughal ornamentations to intricate patterns borrowed from Tuscan, Corinthian and Italian architectural styles, the city houses monuments that still throb with a bygone charm. Gwalior, at its present state, is divided into three larger alcoves - Lashkar, Morar and Gwalior.Apart from its forts and buttresses, the city is renowned for its fine confluence of art and music. It is home to many famous music maestros and geniuses. Gwalior is the birthplace of the legendary musician 'Tansen', one of the nine jewels of Akbar's court. To commemorate his memories, every year a national level music festival, called the 'Tansen Music Festival', is organized here during the month of November/ December. The place enlivens with a musical spirit and sees talent from all the corners of India.Today, Gwalior stands out in the Indian map, for its fine blend of historical singularity and its subtle modern trimmings. From devotees, archaeologists and business tourists to art connoisseurs and gourmands, Gwalior has something for everyone. Many quaint markets are scattered throughout its heart, well-known for their antique and rare curios. Its close proximity to tourist destinations like Delhi, Agra and Khajuraho also bolsters its tourism industry manifold. For anyone who plans a trip to Madhya Pradesh, the historic city of Gwalior is surely worth a visit."
32,Hawa Mahal,Jaipur,Rajasthan,,entry fee 10 per person for Indians  50 per person or foreign tourists timingsAll days of the week,26.923936,75.826744,"Built in 1799, by Maharaja Sawai Pratap Singh the 'Hawa Mahal', Palace of the Wind, is one of the major landmarks of Jaipur. It is an integral part of the City Palace, an extension of the Zenana (women's chambers) standing away from the main complex. This five storey building of unusual architecture designed by Lal Chand Usta, is a stunning example of Rajput artistry made of red and pink sand stone, beautifully outlined with white borders and motif's painted with quick lime.The monument with a spectacular view of Jaipur city with road avenues, intersections and colourful crowds in the market, was originally conceived with the aim of enabling ladies of the royal household to watch the everyday life and royal processions in the city without being seen by others.Falling under the Golden Triangle, and being visited by millions of domestic and foreign tourists, the city of Jaipur is a place of high tourist interest. The Pink City, as commonly known, has all sorts of amenities for domestic and foreign tourists. Hotels ranging from 5 star to low budgets are available. The city is linked by Rail, Road, and Air and attracts high traffic in winters. Views from Hawa Mahal The upper floors are reached through a ramp rather than the regular stairs, a device to facilitate movement of palanquins carried by servants. This is a less tiresome way as the ramp ascends lazily to the top of the freestanding square tower. Imagine queens and princesses loaded with the heaviest jewelry and covered with the endless yardage of Clothes - skirts and sarees, climbing to the uppermost pavilion heaving and painting for respite from the sweltering summer heat. Here even the May-June winds feel so mild and cool. Jaipur itself appears in all its grandeur, with straight, wide roads, intersections and teeming crowds in the market.Jantar Mantar looks a collection of mystifying masonry instruments. The City Palace stands apart, surrounded by a maze of courtyards. The Nahargarh fort, perched upon the hill, which slopes down sharply towards the palace, keeps its vigil over the city looks spectacular, a truly fairy-late setting. "
33,Tughlaqabad Fort,Tughlaqabad,Delhi,,all day of the week 12 a.m to 12 p.m. no entry fee,28.5169126,77.2591938,"Tughlaqabad Fort, perched on a rocky hill, constitutes one third of the capital city of India. The fort is located on the Qutab-Badarpur Road and was built by Ghiyas-ud-Din Tughlaq, the founder of the Tughlaq dynasty. The Tuglaqabad Fort seems to be more or less octagonal, with a border of approximately 6.5-km. The ramparts of the fort, now in ruins, are between 10m to 15m high with fortresses and gateways at intervals. The Tughlakhabad at Delhi was built to serve a dual purpose, one of providing a defensive structure to the ruler and the second, to serve as his imposing capital.Tughlaqabad stands divided into three segments. The eastern segment is entered through from the Qutub-Badarpur road. It is a rectangular area enclosed within high walls and bastions and used to serve as the citadel. On the west side of the Tughlaqabad Fort is a wider area that once contained the palaces and is surrounded by walls and bastions. A huge reservoir stands on the southern side of the Tughlaqabad Fort at Delhi. Bunds were put up between hills to the east to create the reservoir, which is linked with Ghiyas-ud-Din's tomb through a causeway. There is a wide mound near the south eastern-corner of the Fort Tughlakhabad of Delhi that leads to the fortress of Adilabad. The sluice gates near the mound were used for controlling water for irrigation purposes. There is also a tower, known as the Bijai-Mandal, inside the fort, along with remains of several halls, and also a long underground passageway. To the north of the fort, lies the city of Tughlaqabad, which is now mostly in ruins. "
34,Purana Quila,Delhi,Delhi,,entry fee5 - 10 per person for Indians 100 per person for foreign touriststimingsAll days of the week9:00 AM - 5:00 PM,28.6153509,77.2368603,"Old Fort of Delhi is believed to be situated on the same site where the city of Indraprastha once stood. As per the great Indian epic Mahabharta, Indraprastha was the capital city of the Pandavas. Now standing mostly in ruins, the Old Fort of Delhi once served as the seat of administration of a number of glorious emperors. Emperor Sher Shah Suri got the fort constructed after he demolished Humayun's city, Dinpanah. Also known as the Purana Quila, the Old fort is more or less rectangular in shape, with a course of nearly two km. The legend has it that Sher Shah could not complete the construction of Purana Quila during is lifetime. It was later completed or at least renovated by Humayun. Infact, the southern gate of the fort is known by the name of Humayun Darwaza. This gate as well as Talaqui Darwaza (the forbidden gateway) on the north combines Islamic pointed arch with Hindu Chhatris and brackets. Old Fort has 2-km long fortifications, with three gates that have fortresses on both the sides. Circling the fort is a wide moat, connected to river Yamuna that once used to flow on the eastern side of the fort. Excavations were carried out in the Old Fort area that came up with 1000 BC dated pieces of painted gray ware that were said to be connected with Mahabharata. The other attractions of the Old Fort of Delhi include the mosque built by Sher Shah in 1541, a lake with boating facilities and Zoological Park situated nearby. Then, there is Sher-Mandal, a double-story, red sandstone and marble octagonal tower. There is an octagonal chhatri crowning the tower, adorned with glazed tiles and incised and painted plasterwork on the inside. Last but not the least, is the sound and light show of the Purana Quila that showcases 5000 years of history of the city of Delhi. The nine pools of water come alive in the light and take you on a journey of the royal past of Delhi."
35,Jama Masjid,Mathura,Uttar Pradesh,,all day of the week no entry fee,28.651162,77.234129,"Jama Masjid is one of the largest mosques in India, also known by the name of ""Masjid-i-Jahan Numa"" (visible to the world). Situated near the Red Fort in Delhi, it is one of the last monuments built by Mughal emperor Shah Jahan. Designed as Shah Jahan's primary mosque, Jamma Masjid of Delhi is built in red sandstone, with an extensive use of white marble. The interiors of the mosque are inlaid with stripes of black. It took six years to complete this simple yet elegant monument. Delhi Jama Masjid was built on a high platform so as to make it visible from all the neighboring areas.Ostad Khalil, a great sculptor of his time, designed this mosque. Built as the replica of Moti Masjid in Agra, it has three gateways, four towers and two minarets. However, the most impressive feature of the mosque is its pulpit, carved out of a single block of marble. Gracing the portico of Jama Masjid, the slender minarets, one on each side, are approximately 130 ft high. As you enter inside the mosque, you step into a stadium like courtyard. Wide staircases and arched gateways are the trademark of the Jama Masjid of Delhi. The relic of the Prophet as well as the Holy Koran is shrine in a small shrine inside the mosqueOne of the most valued treasures of the Delhi Jama Masjid are a hair of the beard of Hazrat Mahmmad, his used chappal (footwear), the canopy of his tombstone, the foot print of Muhammad on the stone and a chapter of Koran taken from its original holy book. All of these are kept in the northeast corner of the mosque. The main imams of this Jama Masjid have always been the direct descendants of the first Imam appointed by Emperor Shahjahan. Till today, this tradition of appointing his descendants as the main Imam has been carried out without any break. People of other religions are allowed inside the mosque throughout the day, except for between 12:30 pm to 2:00 pm. "
36,Red Fort,Delhi,Delhi,,entry fee10 per person for Indians 250 per person for foreign tourists 25 per camcorder 80 per person for adults (Light and Sound Show) 30 per person for children (Light and Sound Show) timingsAll days of the week except Monday6:00 AM - 6:00 PM,28.655813,77.241952,"Ramparts and Gateways After Shifting his capital to Delhi from Agra in 1638 Shah Jahan commenced the building of Shahjahanabad, and a little later, on the 16th April 1639, he also laid the foundation of his castle, Lal-Qila (Lal-Qal'a) or Red Fort, known also by other names in contemporary accounts. Red Fort was finished after nine years on the 16th April 1648. The entire fort is said to have cost about one crore of rupees, half of it on the palaces. The Red Fort, One of the most spectacular pieces of Mughal structural design is the Lal Quila or the Red Fort. Built by the Mughal emperor, Shah Jahan between 1638 and 1648, the Red Fort has walls extending up to 2 kms. in length with the height varying from 18 mts. on the river side to 33 mts. on the city side.The entry to this marvelous fort is from the Lahori Gate or the Chatta Chowk. Lal Quila is now a busy market place called the 'Meena Bazaar'. This bazaar has an outstanding collection of antiques, miniature paintings and proficiently crafted fake ivory jewellery. The bazaar also sells some fabulous carpets beautifully woven. Just beyond the Chhata Chowk, is the heart of the fort called Naubat Khana, or the Drum House.Musicians used to play for the emperor from the Naubat Khana, and the arrival of princes and royalty was heralded from here. The Red Fort or Lal Qila of Delhi was built by the great Mughal ruler Shah Jahan. The Red Fort of Delhi is situated in the heart of Old Delhi and was previously known as Qila-e-Mu'alla of the Shahjanabad, Shah Jahan's new capital.Construction of Delhi Red Fort or Lal Qila started in 1639 and within a span of 9 years, the huge structure was built. It took more that 10 million rupees throughout the reign of Shah Jahan to build this structure in red sandstone. The Red Fort or Lal Qila is octagonal in shape. The Red Fort Of Delhi is 900 meter by 550 meter. A moat lays exterior the Red fort which was previously connected with the Yamuna River. The Red Fort is in fact a discouraging structure."
37,Barabar Caves,Gaya,Bihar,,all day of the week,25.0130556,85.0519444,"Dating back to the Mauryan period, Barabar Caves are the oldest rock-cut caves in India. Located in Jehanabad district in Bihar, about 31 north of Gaya, some of the caves have inscriptions that date back to the Ashokan period.The caves are situated in the Barabar Hills. There are similar caves in the Nagarjuni Hills which are located less than two km away which are also considered as part of the Barabar Caves.There are many Hindu and Jain sculptures in the caves that are believed to have been carved out of huge boulders from 273 BC to 232 BC. The caves were used extensively by monks belonging to the Ajivika sect.The caves have huge arches and all the caves have two chambers that have been carved completely out of granite. They have an echo effect that is unique to these caves because of the way they have polished interiors. Of the two chambers, the first is designated for masses to assemble for worshipping shrines known as stupas that were placed in the inner chamber. The inner chambers are now vacant.There are four caves that form the Barabar caves – Lomas Rishi, Sudama, Karan Chaupar and Vishwa Zopri. Lomas Rishi caves are the most fascinating caves here which has been cut out of a huge mound of granite in such a way that it resembles the wooden huts that the Buddhist monks used to live in. There is a row of elephants that leads towards the stupas in the Lomas Rishi cave.The Sudama cave has arches similar to a bow and has a circular chamber with a mandap. The Karan Chaupar cave is a single room with exquisitely polished inner walls with inscriptions that date back to 245 BC. The Vishwa Zopri cave has two rooms of rectangle shape that can be reached by the rock cut stairs.Of these, Lomas Rishi and Sudama are the oldest examples of rock-cut architecture in the country with the architectural designs from the Mauryan period and they went to influence most rock sculptures in the next few centuries. Similar architectural detailing has been found in Ajanta caves and Karla caves along with many other caves in South Asia."
38,Khuda Bakhsh Oriental Library,Patna,Bihar,,all day of the week no entry fee,25.619169,85.16282,"Khuda Bakhsh Oriental Library (Hindi: ????? ????? ??????? ????? ?????, Urdu: ??? ??? ?????? ????? ????? Khud? Bakhsh Mashriq? Kit?b Kh?na) is one of the national libraries of India.[1] It was opened to public in October, 1891 by Khan Bahadur Khuda Bakhsh with 4,000 manuscripts, of which he inherited 1,400 from his father Maulvi Mohammed Bakhsh. It is an autonomous organization under Ministry of Culture, Government of India, and is governed by a Board with the Governor of Bihar as its ex officio Chairman, and is known for its rare collection of Persian and Arabic manuscripts. It also hostspaintings made during the Rajput and Mughal eras of India.It is also a designated 'Manuscript Conservation Centre' (MCC) under the National Mission for Manuscripts.[2] The library finds its origin in private collection of a bibliophile Mohammad Bakhsh and expanded by his son Khuda Bakhsh, who inherited 1,400 manuscripts and continued to add to the collection and eventually converted it into a private library by 1880. The library was opened to public upon its inauguration by Sir Charles Elliot, Governor of Bengal on 5 October 1891. In 1969 through a Federal Legislation, an Act of Parliament, namely 'Khuda Bakhsh Oriental Public Library Act (1969), the Government of India declared Khuda Bakhsh Oriental Public Library a centre of national importance and government took over the funding, maintenance and development of the library. Today it continues to attract scholars from all over the world[3]Past directors of the library have been Dr. Abid Reza Bedar, who after remaining with the Raza Library, came as Director to the institution in 1972, and did some important work towards reviving the library along with his successor Habibur Rehman Chighani, at present the Director of the library is the Dr. Imtiaz Ahmad, since February, 2004. It is on its way to become the country's first library to computerize its hand written collection for universal dissemination"
39,Kurukshetra,Kurukshetra,Haryana,,all day of the week,29.9695121,76.878282,"Kurukshetra pronunciation (help·info) (Hindi: ???????????) is a land of historical and religious Importance. Kurukshetra is located in Haryana state of India. It is a holy place and is also known as Dharmakshetra (""Holy Place""). According to the Puranas, Kurukshetra is named after King Kuru, the ancestor of Kauravas and Pandavas, as depicted in epic Mahabharata. The importance of the place is attributed to the fact that the Kurukshetra War of the Mahabharata was fought on this land and the Bhagavad Gita was preached on this land during the war when Lord Krishna found Arjuna in a terrible dilemma.Thanesar or Sthaneswar is a historical town located adjacent to what is now the newly created Kurukshetra city. Thanesar derives its name from the word ""Sthaneshwar"", which means ""Place of God"". The Sthaneshwar Mahadev Temple, whose presiding deity is Lord Shiva, is believed to be the oldest temple in the vicinity. Local hearsay identifies the legendary ""Kurukshetra"" with a nearby place known as Thanesar. A few kilometers from Kurukshetra is the village known as Amin, where there are remnants of a fort which is believed to be Abhimanyu's fort.In some ancient Hindu texts, the boundaries of Kurukshetra correspond roughly to the state of Haryana. Thus according to the Taittiriya Aranyaka 5.1.1., the Kurukshetra region is south of Turghna (Srughna/Sugh in Sirhind, Punjab), north of Khandava (Delhi and Mewat region), east of Maru (desert) and west of Parin.Early July 2013 the Haryana Department of Archaeology and Museums announced that the earlier excavated remains of a Buddhist Stupa in Kurukshetra were ready to be displayed for the public"
40,Jyotisar,Kurukshetra,Haryana,,all day of the week,29.9615995,76.7697201,"JYOTISAR: This is the exact spot where Lord Sri Krishna spoke Bhagavad-Gita. Is the most important place to be seen because there is a Banyan tree in this place under which Krishna explained Bhagavad-Gita 5000 years back to Arjuna - his greatest friend and devotee. There is a board placed on the tree in which is written “The immortal banyan tree witness of the celestial song Bhagavad-Gita”. In fact this place is named as the “Gitopadesh sthal - place where the Bhagavad-Gita was spoken”.The tree is full of birds and squirrels which adds to the mystic aura of that place. This place is eternally peaceful despite amidst coming and going of pilgrims throughout the day. Doing the Parikrama or Circumambulation of the tree is considered as a very auspicious. There is also a small chariot in a glass and marble case below the banyan tree where one can see Krishna and Arjuna speaking to each other. There is also another chariot nearby much bigger entirely in glass casing where both Krishna and Arjuna are seated. In the same courtyard of the Geethopadesh sthal is a Ved Pathshala, rooms containing different characters of Mahabharata like Ganga mata, Bhismadeva, Krishna-Arjuna etc… There is also an ancient Siva temple which is sheltered by the Banyan Tree. This temple is a witness to foreign invasions. Then there are also several other temples for other divinities. There is a small water body in front of the Geetopadesh sthal. Jyotisar lies on Pehowa road, 5 km from Kurukshetra."
41,Panchkula,Panchkula,Haryana,,all day of the week,30.6942091,76.860565,"Fun City is a popular amusement park that is located at a distance of around 20 km from Chandigarh. It is sited on the Panchkula-Barwalla Nadha Sahib Gurudwara Highway, near Ramgarh. It includes an amusement park, water park and resort within its bounds and is spread over 43 acres of scenic land. Funcity claims the distinction of being the biggest amusement and water park in the entire northern part of India.Fun City is an all time favourite of the children, who love to spend the full day at the place. In fact, almost every person, irrespective of his/her age, enjoys spending time here; exploring the thrilling rides and water sports. The hi-tech hydraulic rides are amongst the most striking and thrilling rides of the park. Marvelously planted plants and natural vegetation add to the scenic glory of the park.The Wonder Water of Fun City is the first and biggest wet park in the region. It has three landing pools, one activity pool, one wave pool and sixteen water slides, of different sizes and shapes. There are a few smaller-size pools as well, consciously made for the children. New features include Aqua dance, lazy river, splash pool, and slides like Typhoon tunnel, White multi lane white slide, Run away raft slide, Red dragon slide, Pendulum slide, etc. "
42,Dharamshala,Dharamshala,Himachal Pradesh,,all day of the week,32.2616629,76.3067954,"With dramatic mountain ranges of Himachal Pradesh surrounding this place and spirituality in the air, Dharamsala is one place that a person must travel to at least once in his lifetime. No where else in this world would get such a dramatic combination of spirituality and natural beauty. Tourists, locals, those in quest for answers, atheists and virtually every kind of person is found over here, mesmerized by the sheer simplicity of Dharamshala. The magnetism this place exudes is beyond comprehension and one can only surrender to this power.Tourism in Dharamsala has caught up rapidly and this destination is counted as one of the most famous in India. There are a number of lodging facilities here along with tourist attractions. Dharamsala is divided into two parts: upper and lower Dharamsala. The upper part is known as Mcleodganj while the lower part is the main Dharamsala. Tall and dense pine trees with small streams flowing down from the nearby snowline make this place a favorite among people. Life goes on smoothly in this place even though it does not boast of the modern facilities of metro cities."
43,Vaishno Devi,Katra,Jammu And Kashmir,,all day of the week,33.0255377,74.9384135,"Matavaishnodevi.com has been designed and developed to provide Mata Vaishnodevi's Bhakats complete information about the Holy Shrine and make their pilgrimage comfortable and unforgettable experience. This site provides all the necessary information about the pilgrimage to the Holy Shrine of Mata Vaishno Devi. You must thoroughly go through this site before making your visit. This site has wide has wide resources to help you.While exploring about Vaishno Devi you are made to understand the importance of pilgrimage to Holy Shrine of Shri Mata Vaishno Devi and its relevance as prominent Holy place in modern era. Three peaked mountains, Trikuta (also called Trikoot) houses this Holy cave in folds in which Shri Mata Vaishno Devi resides. The Goddess is known more around the world as one fulfilling all wishes of devotees as children getting them from mothers."
44,Badami,Badami,Karnataka,,all day of the week,15.91494,75.676811,"Located on a hilly slope atop a flight of about 200 steps, the Badami cave temple complex comprises four ancient rock-cut caves. Of the four temples, three are Brahmanical temples while the fourth one is a Jain cave.The earliest of the Badami caves, the first cave was probably carved way back in 578 AD. Dedicated to Lord Shiva, this cave houses a magnificent sculpture of the 18-armed Lord Nataraja (Dancing Shiva), resplendent in 81 different Mudras or hand movements. One also comes across sculptures of the deities of Harihara (half-Vishnu, half-Siva), their consorts Lakshmi and Parvati and, and Ardhanarishwar. The square shaped sanctum hollowed in the control back wall enshrines the Shiva-linga.The presiding deity of the second cave temple of Badami is Lord Vishnu. The Lord is depicted in his various incarnations, prominent among which are the incarnations of Varaha (boar) and Vamana (dwarf). The ceiling is endowed with carvings of Vishnu in eternal sleep, Shiva, Brahma and the 8 Dikpals, the presiding deities of the 8 directions. The grandest among the Badami caves, the third cave is dedicated to Lord Vishnu. This 70 feet wide cave boasts of a profusion of sculptures of Vishnu in different avatars, Narasimha (Vishnu as Man-Lion), Varaha, Harihara (Shiva Vishnu) and as Trivikrama. The elegantly decorated cave embodies the sculptural dexterity of ancient craftsmen. The solitary Jain cave among the lot, the construction of this cave achieved completion 100 years after that of the other three caves. The cave enshrines a number of statues of the Jain Tirthankaras in different postures. While Mahavira, the 24th Tirthankara, is depicted in a sitting posture, Tirthankara Parshwanatha is carved with a serpent at his feet."
45,Gulbarga,Hyderabad,Karnataka,,all day of the week,17.329731,76.8342957,"The massive Gulbarga fort is part of the earliest examples of Islamic architecture in Karnataka spawned by the Bahmani Sultanate. The fort was originally built by Raja Gulchand, a feudatory of the Orangal Kakatiyas. As Gulbarga gained prominence as the Bahmani capital, the fort was fortified by Alauddin Bahman with a deep moat and massive walls.Ensconced within the confines of the fort are a number of ancient structures including large buildings, mosques, temples, stables, ammunition dumps, carriages, towers, guns, and several beautiful courtyards. The bustling infrastructure of the Gulbarga fort helped as it stood guard against invading armies and raiding marauders. Even though Vijayanagara king Krishnadevaraya ravaged the structure it was subsequently rebuilt by Adil Shah.The once majestic Gulbarga fort now stands as a dilapidated structure with the structures inside having crumbled into ruins. Owing to neglect on part of the authorities, the fort now presents a desolate and forlorn picture. Several illegal constructions mar the beauty of the fort and the encircling moat is filled with garbage."
46,Raichur,Raichru,Karnataka,,all day of the week,16.20702,77.354362,"Raichur is a city municipality in the district of Raichur in the Indian state of Karnataka. Raichur, located between Krishna and Tungabhadra rivers, is the headquarters of Raichur district. It was in the princely state of hyderabad under the rule of the nizam . It is located 409 km from the state capital, Bangalore.Raichur has a rich history, having been a part of various empires, such as the Bahmanis and Vijayanagara and Hyderabad. The city is famous for its imposing Raichur Fort.[1] Here, stone inscriptions have been found in Persian and Arabic which belonged to the bastion of the fort, referring to its construction in 1294.[2] Among the ruins of the immense fort are many irrigation tanks and old temples.Interesting details of the battle between Sri Krishnadevaraya and Adil Shah are given in The Battle of Raichur.Raichur is very rich from the epigraphical point of view. It has already yielded hundreds of inscriptions, ranging from the Mauryan period up to the end of the Muslim period. The inscriptions are in a variety of languages such as Sanskrit, Prakrit, Kannada, Arabic, and Persian and belonging to almost all the dynasties that ruled over the Dekkan. The most important places from this point of view are Maski, Koppal, Kuknur, Mudgal and Raichur"
47,Elephanta Caves,Mumbai,Maharashtra,,all day of the week till 6 p.m. no entry fee,18.963253,72.931444,"One of the major attractions of Maharashtra, the Elephanta Caves is located near the metropolitan city of Mumbai. The Elephanta Island is located 10 km away from the Gateway of India. There are various rock cut temples present in these caves, which are as old as 5th century. The Elephanta Island was named by the Portuguese, after the statue of an elephant near the landing area of the island. The rock cut temples in Elephanta caves are carved out of rock. There are columns, internal spaces and images within these temples. The whole temple is associated to a big statue. In fact one can walk through the corridors and chambers of this sculptured temple. Created through a process of rock removal, the entire complex is an interesting monument. Some of the rock surfaces here are finely finished whereas some are unfinished bare rock. There are three entrances to the temple. The eastern and the western entrances mark the axis of the temple. There is a 20 pillared hall that lines the axis, and on its western end is a cell in which a Shivalingam enshrined. The magnificent image of Sadasiva, a manifestation of Shiva, is carved in relief at the end of the north south axis. The stupendous 20 feet high image of the three headed Shiva, known as Trimurthy is a magnificent one. It is regarded as a masterpiece of Indian art. This huge image represents Panchamukha Shiva, whose only three faces are carved into the wall. It attracts your attention just as you enter the temple through the northern entrance. Along with this image there are grand sculptured images of Kalyanasundara, Gangadhara, Ardhanariswara and Uma Maheswara on the southern wall. Other sculptured images of Nataraja and andhakaasuravadamoorthy are to the west of the northern entrance and the images of Yogiswara and Ravanaanugrahamurthy are to its east. "
